,t,ns,planSummary,planningTimeMicros,cursorExhausted,queryFramework,reslen,locks,cpuNanos,durationMillis,find,filter,lsid,$not,$or,$eq,$gt,$in,$ne,$nin,$type,$mod,$regex,$where,$elemMatch,$size,$,>=,==,<=,<,>,===,&&,selector_comparision,selector_logical,selector_element,selector_evalutaion,selector_array,selector_bitwise,projection,misc,selector,standard_logical,all_operators
179,1712243230.428,test_database.test_collection,EOF,233.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",345429,0,test_collection,"{'user': {'$size': 9}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
180,1712243230.43,test_database.test_collection,EOF,684.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",386796,0,test_collection,"{'$where': ""this.age > 40 && this.gender === 'male' && this.isActive === true""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,1712243230.432,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",196269,0,test_collection,{'name': {'$type': 31}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
182,1712243230.433,test_database.test_collection,EOF,105.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",176491,0,test_collection,"{'user': {'$gt': 'user'}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
183,1712243230.435,test_database.test_collection,EOF,96.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",166602,0,test_collection,"{'user': 'benign26', 'password': {'$ne': 'benignpassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
184,1712243230.436,test_database.test_collection,EOF,87.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",151184,0,test_collection,"{'user': {'$in': ['guest', 'user', 'Superuser', 'test']}, 'password': 'password123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
185,1712243230.437,test_database.test_collection,EOF,156.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",249318,0,test_collection,"{'user': {'$elemMatch': {'$eq': 'user'}}, 'password': {'$ne': 'test'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
186,1712243230.438,test_database.test_collection,EOF,106.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",181360,0,test_collection,"{'user': {'$elemMatch': {'$eq': 'guest'}}, 'password': {'$ne': 'guest'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
187,1712243230.439,test_database.test_collection,EOF,69.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",118923,0,test_collection,"{'user': {'$elemMatch': {'$eq': 'admin'}}, 'password': {'$ne': 'admin'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
188,1712243230.44,test_database.test_collection,EOF,51.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",84378,0,test_collection,"{'user': {'$in': ['admin', 'root', 'hacker', 'test', 'guest']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
189,1712243230.44,test_database.test_collection,EOF,42.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",72756,0,test_collection,"{'user': {'$in': ['user', 'admin', 'guest', 'test', 'hacker']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
190,1712243230.441,test_database.test_collection,EOF,40.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",70692,0,test_collection,"{'user': {'$in': ['guest', 'test', 'user', 'admin', 'hacker']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
191,1712243230.442,test_database.test_collection,EOF,116.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",181841,0,test_collection,"{'user': {'$size': 8}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
192,1712243230.443,test_database.test_collection,EOF,73.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",128822,0,test_collection,"{'user': {'$size': 10}, 'password': '12345678'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
193,1712243230.443,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",123031,0,test_collection,{'name': {'$type': 33}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
194,1712243230.444,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",134071,0,test_collection,{'name': {'$type': 34}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
195,1712243230.446,test_database.test_collection,EOF,116.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",179958,0,test_collection,"{'user': {'$gt': 'admin'}, 'password': 'maliciouspassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
196,1712243230.446,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",88637,0,test_collection,"{'user': {'$gt': 'user'}, 'password': 'maliciouspassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
197,1712243230.447,test_database.test_collection,EOF,64.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",112591,0,test_collection,"{'user': 'malicious34', 'password': {'$ne': 'maliciouspassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
198,1712243230.447,test_database.test_collection,EOF,52.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",85611,0,test_collection,"{'user': 'malicious35', 'password': {'$ne': 'maliciouspassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
199,1712243230.448,test_database.test_collection,EOF,49.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",82515,0,test_collection,"{'user': {'$in': ['admin', 'root', 'malicious36', 'hacker', 'test', 'guest']}, 'password': 'password123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
200,1712243230.448,test_database.test_collection,EOF,46.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",78217,0,test_collection,"{'user': {'$in': ['user', 'admin', 'guest', 'test', 'hacker', 'malicious37']}, 'password': 'admin123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
201,1712243230.449,test_database.test_collection,EOF,44.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",73809,0,test_collection,"{'user': {'$size': 11}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
202,1712243230.449,test_database.test_collection,EOF,43.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",72386,0,test_collection,"{'user': {'$size': 12}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
203,1712243230.45,test_database.test_collection,EOF,39.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",69190,0,test_collection,"{'user': {'$gt': 'user'}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
204,1712243230.45,test_database.test_collection,EOF,45.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",76183,0,test_collection,"{'user': {'$gt': 'guest'}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
205,1712243230.451,test_database.test_collection,EOF,60.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",103074,0,test_collection,"{'user': 'benign34', 'password': {'$ne': 'benignpassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
206,1712243230.452,test_database.test_collection,EOF,55.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",93816,0,test_collection,"{'user': 'benign35', 'password': {'$ne': 'benignpassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
207,1712243230.452,test_database.test_collection,EOF,52.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",84759,0,test_collection,"{'user': {'$in': ['admin', 'root', 'benign36', 'hacker', 'test', 'guest']}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
208,1712243230.453,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",93516,0,test_collection,"{'user': {'$in': ['user', 'admin', 'guest', 'test', 'hacker', 'Admin123']}, 'password': 'benignpassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
209,1712243230.453,test_database.test_collection,EOF,52.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",89177,0,test_collection,"{'$or': [{}, {'foo': '1'}]}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
210,1712243230.454,test_database.test_collection,EOF,250.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",111109,0,test_collection,{'$where': 'return true'},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
211,1712243230.455,test_database.test_collection,None,,None,None,211,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",76123,0,test_collection,{'$in': []},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0
